session,time,GPS Longitude,GPS Latitude,GPS Speed,GPS Bearing,k22434f,k2241a3,k228334,k22242c,k22436c,ked22ae,k22436b,k2241b6,k2241b4,k222414,k224356,ke16f08,ke3ee8c,ke3f60e,k222885,k2243af,k15b,k221942,k22c218,kea5b10,k22000d,k224181,k224182,k224183,k224184,k224185
1524797319493,1524797340303,-121.95536612,38.36193324,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.428196,Infinity,Infinity,356.83,56.900894,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7098694,3.7098694,3.7098694,3.7111664
1524797319493,1524797341303,-121.95537956,38.36194872,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.428196,Infinity,Infinity,356.83,56.900894,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797342303,-121.95537798,38.3619477,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.20012,0.42765602,Infinity,Infinity,356.38,56.900894,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797343303,-121.95537488,38.36194396,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.20012,0.42765602,Infinity,Infinity,356.38,56.900894,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797344302,-121.9553678,38.36193594,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.20012,0.42765602,Infinity,Infinity,356.38,56.900894,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797345302,-121.95537227,38.36194086,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.20012,0.42765602,Infinity,Infinity,356.38,56.900894,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.712387,3.712387
1524797319493,1524797346302,-121.95537268,38.36194121,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.42765602,Infinity,Infinity,356.38,56.900894,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.712387,3.712387
1524797319493,1524797347302,-121.95537234,38.36194077,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.42765602,Infinity,Infinity,356.38,56.900894,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.712387
1524797319493,1524797348302,-121.95537069,38.36193905,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.20012,0.427836,Infinity,Infinity,356.53,56.89937,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.712387
1524797319493,1524797349302,-121.95537056,38.36193904,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.20012,0.427836,Infinity,Infinity,356.53,56.89937,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.712387
1524797319493,1524797350303,-121.95537062,38.36193903,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.20012,0.42747602,Infinity,Infinity,356.23,56.89937,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.712387
1524797319493,1524797351302,-121.95537062,38.36193907,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.20012,0.42747602,Infinity,Infinity,356.23,56.89937,56.862743,0.0,3.7098694,28.06,0.0,3.707428,3.7111664,3.7098694,3.7111664,3.7098694
1524797319493,1524797352302,-121.95537059,38.36193903,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.20012,0.42744002,Infinity,Infinity,356.2,56.89937,56.862743,0.0,3.7098694,28.06,0.0,3.707428,3.7111664,3.7098694,3.7111664,3.7098694
1524797319493,1524797353302,-121.95537061,38.36193914,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.20012,0.42744002,Infinity,Infinity,356.2,56.89937,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797354303,-121.95537062,38.36193919,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.20012,0.42747602,Infinity,Infinity,356.23,56.89937,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797355303,-121.9553708,38.36193933,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.20012,0.42747602,Infinity,Infinity,356.23,56.89937,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7086487,3.7111664,3.7098694
1524797319493,1524797356303,-121.95537536,38.36194386,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.20012,0.42728403,Infinity,Infinity,356.07,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7086487,3.7111664,3.7098694
1524797319493,1524797357302,-121.95537523,38.36194361,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.20012,0.42728403,Infinity,Infinity,356.07,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7098694,3.7086487,3.712387,3.7111664
1524797319493,1524797358302,-121.95537694,38.36194528,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.050105,0.42747602,Infinity,Infinity,356.23,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7098694,3.7086487,3.712387,3.7111664
1524797319493,1524797359302,-121.95537701,38.36194558,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.050105,0.42747602,Infinity,Infinity,356.23,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7098694,3.7111664,3.7111664
1524797319493,1524797360302,-121.95537649,38.36194508,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.428016,Infinity,Infinity,356.68,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7098694,3.7111664,3.7111664
1524797319493,1524797361303,-121.95537709,38.36194597,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.428016,Infinity,Infinity,356.68,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797362303,-121.95537407,38.36194309,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.428232,Infinity,Infinity,356.86,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797363303,-121.95537397,38.36194303,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.428232,Infinity,Infinity,356.86,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797364302,-121.95537418,38.36194346,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.428232,Infinity,Infinity,356.86,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797365303,-121.95537536,38.36194483,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.427836,Infinity,Infinity,356.53,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7098694,3.7098694,3.7098694,3.712387
1524797319493,1524797366303,-121.9553756,38.36194502,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.427836,Infinity,Infinity,356.53,56.897842,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7098694,3.7098694,3.7098694,3.712387
1524797319493,1524797367303,-121.95537571,38.36194505,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.42841202,Infinity,Infinity,357.01,56.896317,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7098694,3.7098694
1524797319493,1524797368302,-121.95537587,38.36194519,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.42841202,Infinity,Infinity,357.01,56.896317,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7098694,3.7098694
1524797319493,1524797369302,-121.95537599,38.36194529,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.20012,0.42765602,Infinity,Infinity,356.38,56.896317,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7098694,3.7098694
1524797319493,1524797370302,-121.95537609,38.36194526,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.20012,0.42765602,Infinity,Infinity,356.38,56.896317,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7098694,3.7111664
1524797319493,1524797371302,-121.95537619,38.36194534,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.050105,0.42765602,Infinity,Infinity,356.38,56.896317,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797372302,-121.95537623,38.36194539,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.42765602,Infinity,Infinity,356.38,56.896317,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797373302,-121.95537621,38.36194525,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.42726,Infinity,Infinity,356.05,56.896317,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797374302,-121.95537623,38.3619454,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.42726,Infinity,Infinity,356.05,56.896317,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7098694,3.7098694
1524797319493,1524797375303,-121.95537594,38.36194499,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.42762002,Infinity,Infinity,356.35,56.89479,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7098694,3.7098694
1524797319493,1524797376303,-121.95537571,38.36194494,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,1.050105,0.42762002,Infinity,Infinity,356.35,56.89479,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797377302,-121.95537579,38.36194506,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.32044497,Infinity,Infinity,356.05,56.89479,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797378302,-121.95537586,38.3619451,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.32044497,Infinity,Infinity,356.05,56.89479,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7098694,3.7111664
1524797319493,1524797379302,-121.9553759,38.3619452,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.32044497,Infinity,Infinity,356.05,56.89479,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7098694,3.7111664
1524797319493,1524797380302,-121.95537607,38.36194538,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.32044497,Infinity,Infinity,356.05,56.89479,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7086487,3.7098694,3.7098694,3.712387
1524797319493,1524797381302,-121.9553762,38.3619455,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,0.9,1.050105,0.321012,Infinity,Infinity,356.68,56.89479,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7086487,3.7098694,3.7098694,3.712387
1524797319493,1524797382303,-121.9553762,38.36194551,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,0.9,1.050105,0.321012,Infinity,Infinity,356.68,56.89479,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7086487,3.7098694,3.7111664
1524797319493,1524797383303,-121.95537612,38.36194544,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,0.90009004,0.42726,Infinity,Infinity,356.05,56.89479,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7086487,3.7098694,3.7111664
1524797319493,1524797384302,-121.95537595,38.36194531,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,1.2,0.90009004,0.42726,Infinity,Infinity,356.05,56.89479,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7098694,3.7111664,3.7098694
1524797319493,1524797385302,-121.95537597,38.36194533,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.050105,0.428436,Infinity,Infinity,357.03,56.893265,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7098694,3.7111664,3.7098694
1524797319493,1524797386302,-121.95537601,38.36194536,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.050105,0.428436,Infinity,Infinity,357.03,56.893265,56.862743,0.0,3.7098694,28.06,0.0,3.707428,3.7098694,3.7086487,3.7111664,3.712387
1524797319493,1524797387302,-121.95537601,38.36194531,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.320877,Infinity,Infinity,356.53,56.893265,56.862743,0.0,3.7098694,28.06,0.0,3.707428,3.7098694,3.7086487,3.7111664,3.712387
1524797319493,1524797388302,-121.95537599,38.36194541,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.320877,Infinity,Infinity,356.53,56.893265,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7111664,3.7111664,3.7111664
1524797319493,1524797389303,-121.95537608,38.36194541,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.320895,Infinity,Infinity,356.55,56.893265,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7111664,3.7111664,3.7111664
1524797319493,1524797390302,-121.95537607,38.36194551,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.320895,Infinity,Infinity,356.55,56.893265,56.862743,0.0,3.709259,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797391303,-121.95537606,38.36194536,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,0.9,0.90009004,0.32075998,Infinity,Infinity,356.4,56.893265,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797392303,-121.95537607,38.36194534,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,0.9,0.90009004,0.32075998,Infinity,Infinity,356.4,56.893265,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797393302,-121.95537602,38.36194532,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.32103,Infinity,Infinity,356.7,56.893265,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797394303,-121.95537588,38.3619453,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.32103,Infinity,Infinity,356.7,56.893265,56.862743,0.0,3.7098694,28.06,0.0,3.707428,3.7098694,3.7098694,3.7111664,3.7098694
1524797319493,1524797395302,-121.95537587,38.3619453,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.050105,0.42768002,Infinity,Infinity,356.4,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.707428,3.7098694,3.7098694,3.7111664,3.7098694
1524797319493,1524797396303,-121.95537578,38.36194527,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,1.2,1.050105,0.42768002,Infinity,Infinity,356.4,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7098694,3.7098694,3.712387,3.7111664
1524797319493,1524797397302,-121.95537579,38.36194533,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.320877,Infinity,Infinity,356.53,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7098694,3.7098694,3.712387,3.7111664
1524797319493,1524797398303,-121.95537572,38.36194521,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.320877,Infinity,Infinity,356.53,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.707428,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797399303,-121.9553757,38.36194521,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.320877,Infinity,Infinity,356.53,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.707428,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797400302,-121.95537563,38.36194519,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.320463,Infinity,Infinity,356.07,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797401302,-121.95537566,38.36194526,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.320463,Infinity,Infinity,356.07,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797402303,-121.9553755,38.36194515,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.320607,Infinity,Infinity,356.23,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7098694,3.7111664
1524797319493,1524797403303,-121.9553754,38.36194501,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.320607,Infinity,Infinity,356.23,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7098694,3.7111664
1524797319493,1524797404303,-121.95537511,38.36194486,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.32074198,Infinity,Infinity,356.38,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7098694,3.7111664
1524797319493,1524797405302,-121.955375,38.36194479,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,1.050105,0.32074198,Infinity,Infinity,356.38,56.89174,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7098694,3.7111664
1524797319493,1524797406302,-121.95537494,38.36194469,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.32085901,Infinity,Infinity,356.51,56.890213,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797407302,-121.95537489,38.36194459,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.32085901,Infinity,Infinity,356.51,56.890213,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797408302,-121.95537496,38.36194465,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.320607,Infinity,Infinity,356.23,56.890213,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7086487,3.7111664,3.7111664
1524797319493,1524797409303,-121.95537508,38.36194487,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,0.9,0.90009004,0.320607,Infinity,Infinity,356.23,56.890213,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7086487,3.7111664,3.7111664
1524797319493,1524797410303,-121.95537508,38.36194479,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,0.9,0.90009004,0.320877,Infinity,Infinity,356.53,56.890213,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7111664,3.7086487,3.7111664,3.7111664
1524797319493,1524797411303,-121.95537518,38.36194494,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,0.9,0.90009004,0.320877,Infinity,Infinity,356.53,56.890213,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797412303,-121.95537529,38.36194508,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,354.5,0.0,0.0,0.9,0.90009004,0.32044497,Infinity,Infinity,356.05,56.890213,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7086487,3.7111664,3.7111664
1524797319493,1524797413302,-121.95537541,38.36194519,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.32044497,Infinity,Infinity,356.05,56.890213,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797414302,-121.95537566,38.36194538,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.32114697,Infinity,Infinity,356.83,56.890213,56.862743,0.0,3.7098694,28.06,0.0,3.7086487,3.7098694,3.7098694,3.7111664,3.7111664
1524797319493,1524797415302,-121.95537469,38.36194462,0.0,0.0,20.0,60.666668,54.901962,0.0,0.0,0.0,355.0,0.0,0.0,0.9,0.90009004,0.32114697,Infinity,Infinity,356.83,56.890213,56.862743,0.0,3.7098694,28.06,0.0,3.7098694,3.7086487,3.7086487,3.7111664,3.7098694
